timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Filename,Latency,SampleCount,ErrorCount,Hostname,IdleTime,Connect
1647981630003,15,Users,200,OK,1000User 1-1,text,true,,125798,122,1,1,https://10.10.1.62:8001/users,,12,1,0,MAIN-DESKTOP,0,10
1647981630072,10,Users,200,OK,1000User 1-2,text,true,,125798,122,1,1,https://10.10.1.62:8001/users,,8,1,0,MAIN-DESKTOP,0,5
1647981630134,17,Users,200,OK,1000User 1-3,text,true,,125798,122,1,1,https://10.10.1.62:8001/users,,13,1,0,MAIN-DESKTOP,0,8
1647981630196,11,Users,200,OK,1000User 1-4,text,true,,125798,122,1,1,https://10.10.1.62:8001/users,,9,1,0,MAIN-DESKTOP,0,6
1647981630258,14,Users,200,OK,1000User 1-5,text,true,,125798,122,1,1,https://10.10.1.62:8001/users,,12,1,0,MAIN-DESKTOP,0,9
1647981630319,11,Users,200,OK,1000User 1-6,text,true,,125798,122,1,1,https://10.10.1.62:8001/users,,8,1,0,MAIN-DESKTOP,0,6
1647981630381,10,Users,200,OK,1000User 1-7,text,true,,125798,122,1,1,https://10.10.1.62:8001/users,,8,1,0,MAIN-DESKTOP,0,6
1647981630443,13,Users,200,OK,1000User 1-8,text,true,,125798,122,1,1,https://10.10.1.62:8001/users,,10,1,0,MAIN-DESKTOP,0,7
1647981630505,16,Users,200,OK,1000User 1-9,text,true,,125798,122,1,1,https://10.10.1.62:8001/users,,11,1,0,MAIN-DESKTOP,0,8
1647981630567,10,Users,200,OK,1000User 1-10,text,true,,125798,122,1,1,https://10.10.1.62:8001/users,,7,1,0,MAIN-DESKTOP,0,6
1647981630629,16,Users,200,OK,1000User 1-11,text,true,,125798,122,1,1,https://10.10.1.62:8001/users,,10,1,0,MAIN-DESKTOP,0,7
1647981630691,20,Users,200,OK,1000User 1-12,text,true,,125798,122,1,1,https://10.10.1.62:8001/users,,10,1,0,MAIN-DESKTOP,0,8
1647981630752,12,Users,200,OK,1000User 1-13,text,true,,125798,122,1,1,https://10.10.1.62:8001/users,,9,1,0,MAIN-DESKTOP,0,7
1647981630814,19,Users,200,OK,1000User 1-14,text,true,,125798,122,1,1,https://10.10.1.62:8001/users,,15,1,0,MAIN-DESKTOP,0,11
1647981630876,12,Users,200,OK,1000User 1-15,text,true,,125798,122,1,1,https://10.10.1.62:8001/users,,9,1,0,MAIN-DESKTOP,0,6
1647981630938,14,Users,200,OK,1000User 1-16,text,true,,125798,122,1,1,https://10.10.1.62:8001/users,,12,1,0,MAIN-DESKTOP,0,10
1647981631002,15,Users,200,OK,1000User 1-17,text,true,,125798,122,1,1,https://10.10.1.62:8001/users,,11,1,0,MAIN-DESKTOP,0,8
1647981631077,12,Users,200,OK,1000User 1-18,text,true,,125798,122,1,1,https://10.10.1.62:8001/users,,9,1,0,MAIN-DESKTOP,0,7
1647981631140,14,Users,200,OK,1000User 1-19,text,true,,125798,122,1,1,https://10.10.1.62:8001/users,,11,1,0,MAIN-DESKTOP,0,6
1647981631202,14,Users,200,OK,1000User 1-20,text,true,,125798,122,1,1,https://10.10.1.62:8001/users,,12,1,0,MAIN-DESKTOP,0,9
